1.000000000000000000e+00,0.000000000000000000e+00,1.962028198242187500e+02,3.372732162475585938e+01
1.000000000000000000e+00,0.000000000000000000e+00,1.968804931640625000e+02,3.292199707031250000e+01
1.000000000000000000e+00,0.000000000000000000e+00,1.975479736328125000e+02,3.212495422363281250e+01
1.000000000000000000e+00,0.000000000000000000e+00,1.982060089111328125e+02,3.133592796325683594e+01
1.000000000000000000e+00,0.000000000000000000e+00,1.988553466796875000e+02,3.055465507507324219e+01
1.000000000000000000e+00,0.000000000000000000e+00,1.994967346191406250e+02,2.978087043762207031e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.001309051513671875e+02,2.901430702209472656e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.007585906982421875e+02,2.825470161437988281e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.013805389404296875e+02,2.750178527832031250e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.019975128173828125e+02,2.675529479980468750e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.026102294921875000e+02,2.601496315002441406e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.032194213867187500e+02,2.528052711486816406e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.038258514404296875e+02,2.455171966552734375e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.044302673339843750e+02,2.382827377319335938e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.050333862304687500e+02,2.310992813110351562e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.056359558105468750e+02,2.239641380310058594e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.062387237548828125e+02,2.168746757507324219e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.068424377441406250e+02,2.098282241821289062e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.074478149414062500e+02,2.028221321105957031e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.080556182861328125e+02,1.958537483215332031e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.086665954589843750e+02,1.889204216003417969e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.092814636230468750e+02,1.820194816589355469e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.099009857177734375e+02,1.751482772827148438e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.105258789062500000e+02,1.683041763305664062e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.111569061279296875e+02,1.614845085144042969e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.117947998046875000e+02,1.546866035461425781e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.124403076171875000e+02,1.479078292846679688e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.130941619873046875e+02,1.411455249786376953e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.137571105957031250e+02,1.343970394134521484e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.144298858642578125e+02,1.276597023010253906e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.151132507324218750e+02,1.209308815002441406e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.158079223632812500e+02,1.142078971862792969e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.165146484375000000e+02,1.074881172180175781e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.172341766357421875e+02,1.007688713073730469e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.179672393798828125e+02,9.404751777648925781e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.187145843505859375e+02,8.732139587402343750e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.194769592285156250e+02,8.058784484863281250e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.202550964355468750e+02,7.384421348571777344e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.210497436523437500e+02,6.708785057067871094e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.218616180419921875e+02,6.031610012054443359e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.226914978027343750e+02,5.352631092071533203e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.235401000976562500e+02,4.671582221984863281e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.244081726074218750e+02,3.988198041915893555e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.252964630126953125e+02,3.302213191986083984e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.262057037353515625e+02,2.613362073898315430e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.271366271972656250e+02,1.921379685401916504e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.280899963378906250e+02,1.225999951362609863e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.280258178710937500e+02,2.379994392395019531e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.279546203613281250e+02,3.516644716262817383e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.278763427734375000e+02,4.636555671691894531e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.277909851074218750e+02,5.740332126617431641e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.276985015869140625e+02,6.828578948974609375e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.275988464355468750e+02,7.901900291442871094e+00
